,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
mean,0.006153846153846154,3.990000000000001,3.920000000000001,3.9099999999999984,0.0,0.0,4.004540598290597,0.0,571.0,20.987179487179485
std,0.009933065396607575,8.891288516678367e-16,8.891288516678367e-16,1.7782577033356733e-15,0.0,0.0,0.001051387003237001,0.0,0.0,0.27735009811261463
min,0.0,3.99,3.92,3.91,0.0,0.0,4.003,0.0,571.0,15.0
25%,0.0,3.99,3.92,3.91,0.0,0.0,4.004,0.0,571.0,21.0
50%,0.0,3.99,3.92,3.91,0.0,0.0,4.004,0.0,571.0,21.0
75%,0.01,3.99,3.92,3.91,0.0,0.0,4.006,0.0,571.0,21.0
max,0.04,3.99,3.92,3.91,0.0,0.0,4.006,0.0,571.0,21.0
