,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,942.0,942.0,942.0,942.0,942.0,942.0,942.0
mean,2.51255838641189,3.876698513800424,3.799596602972399,3.773651804670913,3.7956687898089165,4.000248407643311,3.89015923566879
std,0.03979135660297796,0.006871554042724474,0.00605032992219329,0.006205632484226465,0.0070919767587637765,0.005935168031812524,0.0012524639476449353
min,2.4,3.86,3.78,3.76,3.77,3.985,3.89
25%,2.48,3.87,3.8,3.77,3.79,3.996,3.89
50%,2.52,3.88,3.8,3.77,3.8,3.999,3.89
75%,2.55,3.88,3.8,3.78,3.8,4.004,3.89
max,2.61,3.9,3.82,3.79,3.82,4.016,3.9
