,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
mean,0.0,4.16,4.09,4.079999999999999,4.086666666666666,0.0,4.295571428571429,0.0,65535.0,21.0
std,0.0,0.0,0.0,8.935128725858887e-16,0.004742358046305284,0.0,0.0007328063615384629,0.0,0.0,0.0
min,0.0,4.16,4.09,4.08,4.08,0.0,4.294,0.0,65535.0,21.0
25%,0.0,4.16,4.09,4.08,4.08,0.0,4.295,0.0,65535.0,21.0
50%,0.0,4.16,4.09,4.08,4.09,0.0,4.295,0.0,65535.0,21.0
75%,0.0,4.16,4.09,4.08,4.09,0.0,4.296,0.0,65535.0,21.0
max,0.0,4.16,4.09,4.08,4.09,0.0,4.297,0.0,65535.0,21.0
