,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0
mean,0.0,4.170000000000001,4.100000000000001,4.090000000000002,4.090199335548173,0.0,4.302528239202657,0.0,65535.0,20.73421926910299
std,0.0,8.896574855368488e-16,1.7793149710736977e-15,1.7793149710736977e-15,0.001400047460040325,0.0,0.0010344241018999192,0.0,0.0,2.2940048979374033
min,0.0,4.17,4.1,4.09,4.09,0.0,4.301,0.0,65535.0,1.0
25%,0.0,4.17,4.1,4.09,4.09,0.0,4.302,0.0,65535.0,21.0
50%,0.0,4.17,4.1,4.09,4.09,0.0,4.302,0.0,65535.0,21.0
75%,0.0,4.17,4.1,4.09,4.09,0.0,4.303,0.0,65535.0,21.0
max,0.0,4.17,4.1,4.09,4.1,0.0,4.305,0.0,65535.0,21.0
