       FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]  PT0102[Bar]  PT0201[Bar]  PT0202[Bar]  CV0201[%]  PT0203[Bar]            p       t_w[K]   speed[RPM]  outlet_pressure[Bar]  p_lo_min[W]  p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_       PT0106       FT0105  PV0106  SC0401
count  1008.000000        1008.0       1008.0  1008.000000  1008.000000  1008.000000     1008.0       1008.0  1008.000000  1008.000000  1008.000000           1008.000000       1008.0       1008.0   1008.000000        1008.000000   1008.000000           1008.000000  1008.000000  1008.000000  1008.0  1008.0
mean      1.454702           0.0          0.0     4.126290     4.046101     4.041300        0.0          0.0   192.149802   295.051270  2886.213294              4.132779          0.0        571.0    158.492063          45.519841    191.766865             22.114087     4.117341     1.444216     1.0     1.0
std       1.481778           0.0          0.0     0.162156     0.184368     0.175313        0.0          0.0   166.827755     0.040134  2471.107516              0.160578          0.0          0.0    111.852586          19.331417     89.188720              1.076000     0.146642     1.531248     0.0     0.0
min       0.000000           0.0          0.0     3.000000     2.280000     2.630000        0.0          0.0     0.000000   294.910000     0.000000              3.213000          0.0        571.0      1.000000          13.000000     23.000000             18.000000     3.190000     0.000000     1.0     1.0
25%       0.010000           0.0          0.0     4.000000     3.910000     3.910000        0.0          0.0     0.000000   295.010000     0.000000              4.006000          0.0        571.0     37.000000          13.000000     70.000000             21.000000     3.990000     0.000000     1.0     1.0
50%       0.190000           0.0          0.0     4.080000     4.020000     4.020000        0.0          0.0   324.500000   295.060000  4969.000000              4.081000          0.0        571.0    255.000000          57.000000    250.000000             23.000000     4.070000     0.000000     1.0     1.0
75%       3.020000           0.0          0.0     4.270000     4.200000     4.190000        0.0          0.0   343.000000   295.070000  5039.000000              4.277000          0.0        571.0    255.000000          57.000000    250.000000             23.000000     4.250000     2.920000     1.0     1.0
max       3.200000           0.0          0.0     4.390000     5.050000     4.560000        0.0          0.0   353.000000   295.120000  5200.000000              4.317000          0.0        571.0    255.000000          57.000000    250.000000             23.000000     4.320000     5.000000     1.0     1.0
