,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0
mean,0.01220238095238095,4.28,4.21,4.200000000000001,0.0,0.0,4.3132142857142854,0.0,571.0,21.0
std,0.01278217299182453,0.0,0.0,8.908336675363965e-16,0.0,0.0,0.0004531044894477089,0.0,0.0,0.0
min,0.0,4.28,4.21,4.2,0.0,0.0,4.312,0.0,571.0,21.0
25%,0.0,4.28,4.21,4.2,0.0,0.0,4.313,0.0,571.0,21.0
50%,0.01,4.28,4.21,4.2,0.0,0.0,4.313,0.0,571.0,21.0
75%,0.02,4.28,4.21,4.2,0.0,0.0,4.313,0.0,571.0,21.0
max,0.04,4.28,4.21,4.2,0.0,0.0,4.314,0.0,571.0,21.0
