,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
mean,0.006129032258064517,4.092365591397851,4.023763440860214,4.013655913978493,0.0,0.0,4.11689247311828,0.0,571.0,21.0
std,0.009092789554332757,0.004272726820591586,0.00487093832908063,0.004842058993534331,0.0,0.0,0.0023612007151455894,0.0,0.0,0.0
min,0.0,4.09,4.02,4.01,0.0,0.0,4.113,0.0,571.0,21.0
25%,0.0,4.09,4.02,4.01,0.0,0.0,4.115,0.0,571.0,21.0
50%,0.0,4.09,4.02,4.01,0.0,0.0,4.116,0.0,571.0,21.0
75%,0.01,4.09,4.03,4.02,0.0,0.0,4.119,0.0,571.0,21.0
max,0.03,4.1,4.03,4.02,0.0,0.0,4.122,0.0,571.0,21.0
