,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0
mean,0.010538922155688623,4.463353293413173,4.3981636726546895,4.389900199600799,0.0,0.0,4.494045908183633,0.0,571.0,20.94610778443114
std,0.012942526107214471,0.004725773389799343,0.0038757138290426924,0.0009949974673735598,0.0,0.0,0.0010806887727522368,0.0,0.0,0.9752383402836875
min,0.0,4.46,4.39,4.38,0.0,0.0,4.492,0.0,571.0,0.0
25%,0.0,4.46,4.4,4.39,0.0,0.0,4.493,0.0,571.0,21.0
50%,0.01,4.46,4.4,4.39,0.0,0.0,4.495,0.0,571.0,21.0
75%,0.02,4.47,4.4,4.39,0.0,0.0,4.495,0.0,571.0,21.0
max,0.05,4.47,4.4,4.39,0.0,0.0,4.496,0.0,571.0,21.0
