,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0
mean,0.00966067864271457,4.170059880239522,4.100079840319362,4.0901397205588825,0.0,0.0,4.195960079840319,0.0,571.0,20.880239520958085
std,0.013026305337221409,0.0007722740353195343,0.0008908494678963474,0.0011749209002126176,0.0,0.0,0.0004176160839966616,0.0,0.0,1.5445480706391013
min,0.0,4.17,4.1,4.09,0.0,0.0,4.195,0.0,571.0,1.0
25%,0.0,4.17,4.1,4.09,0.0,0.0,4.196,0.0,571.0,21.0
50%,0.0,4.17,4.1,4.09,0.0,0.0,4.196,0.0,571.0,21.0
75%,0.02,4.17,4.1,4.09,0.0,0.0,4.196,0.0,571.0,21.0
max,0.05,4.18,4.11,4.1,0.0,0.0,4.197,0.0,571.0,21.0
