       FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]  PT0102[Bar]  PT0201[Bar]  PT0202[Bar]  CV0201[%]  PT0203[Bar]            p       t_w[K]   speed[RPM]  outlet_pressure[Bar]  p_lo_min[W]   p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_       PT0106       FT0105  PV0106  SC0401
count  1020.000000        1020.0       1020.0  1020.000000  1020.000000  1020.000000     1020.0       1020.0  1020.000000  1020.000000  1020.000000           1020.000000  1020.000000   1020.000000   1020.000000        1020.000000   1020.000000           1020.000000  1020.000000  1020.000000  1020.0  1020.0
mean     13.039951           0.0          0.0     4.102402     3.827814     3.818059        0.0          0.0   280.635294   293.746647  2703.706863              4.134884    16.176471    625.144118    184.165686         147.600000    247.800000             21.994118     4.099500    13.246598     1.0     1.0
std      13.070630           0.0          0.0     0.413818     0.599751     0.600084        0.0          0.0   316.093374    13.788772  2575.455243              0.407302   297.986518    997.387965     93.546937          83.619945     21.585424              1.391818     0.412775    13.413405     0.0     0.0
min       0.000000           0.0          0.0     1.160000     1.030000     1.050000        0.0          0.0     0.000000    40.000000     0.000000              1.196000     0.000000    571.000000      0.000000           9.000000      0.000000              0.000000     1.230000     0.000000     1.0     1.0
25%       0.010000           0.0          0.0     3.770000     3.280000     3.270000        0.0          0.0     0.000000   294.410000     0.000000              3.812000     0.000000    571.000000    171.000000           9.000000    250.000000             21.000000     3.770000     0.000000     1.0     1.0
50%       6.980000           0.0          0.0     4.430000     4.360000     4.350000        0.0          0.0   358.000000   294.520000  5086.000000              4.455500     0.000000    571.000000    255.000000         198.000000    250.000000             23.000000     4.430000     3.545000     1.0     1.0
75%      26.680000           0.0          0.0     4.430000     4.360000     4.350000        0.0          0.0   539.000000   294.590000  5200.000000              4.458000     0.000000    571.000000    255.000000         198.000000    250.000000             23.000000     4.430000    27.080000     1.0     1.0
max      26.890000           0.0          0.0     4.730000     5.890000     6.000000        0.0          0.0  3500.000000   294.840000  5200.000000              5.000000  5500.000000  18980.000000    255.000000         198.000000    250.000000             23.000000     4.670000    29.580000     1.0     1.0
