,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,768.0,768.0,768.0,768.0,768.0,768.0,768.0
mean,2.0221744791666665,3.39265625,3.3174609375,3.294231770833333,3.3121223958333332,3.500274739583333,3.4089843750000006
std,0.02645673991786787,0.005279816924248859,0.007586857170628008,0.010732418374310366,0.009335168171331955,0.0036899083539984902,0.0030226896205818596
min,1.95,3.38,3.3,3.27,3.29,3.49,3.4
25%,2.0,3.39,3.31,3.29,3.31,3.498,3.41
50%,2.02,3.39,3.32,3.29,3.31,3.5,3.41
75%,2.04,3.4,3.32,3.3,3.32,3.503,3.41
max,2.1,3.41,3.33,3.32,3.33,3.511,3.41
