,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
mean,0.0,4.14,4.063973509933775,4.056158940397349,4.0600000000000005,0.0,4.2704503311258275,0.0,65535.0,21.0
std,0.0,0.0,0.0049097820995339415,0.00488001737050421,8.911340964874394e-16,0.0,0.0016640863027374223,0.0,0.0,0.0
min,0.0,4.14,4.06,4.05,4.06,0.0,4.268,0.0,65535.0,21.0
25%,0.0,4.14,4.06,4.05,4.06,0.0,4.27,0.0,65535.0,21.0
50%,0.0,4.14,4.06,4.06,4.06,0.0,4.27,0.0,65535.0,21.0
75%,0.0,4.14,4.07,4.06,4.06,0.0,4.271,0.0,65535.0,21.0
max,0.0,4.14,4.07,4.06,4.06,0.0,4.275,0.0,65535.0,21.0
