,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0
mean,0.0,3.7199999999999993,3.649999999999999,3.6399999999999997,3.643343558282208,0.0,3.835070552147239,0.0,65535.0,21.0
std,0.0,8.895437985533758e-16,8.895437985533758e-16,4.447718992766879e-16,0.004724900152756125,0.0,0.0010603008290299052,0.0,0.0,0.0
min,0.0,3.72,3.65,3.64,3.64,0.0,3.834,0.0,65535.0,21.0
25%,0.0,3.72,3.65,3.64,3.64,0.0,3.834,0.0,65535.0,21.0
50%,0.0,3.72,3.65,3.64,3.64,0.0,3.835,0.0,65535.0,21.0
75%,0.0,3.72,3.65,3.64,3.65,0.0,3.836,0.0,65535.0,21.0
max,0.0,3.72,3.65,3.64,3.65,0.0,3.838,0.0,65535.0,21.0
