       FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]  PT0102[Bar]  PT0201[Bar]  PT0202[Bar]  CV0201[%]  PT0203[Bar]            p       t_w[K]   speed[RPM]  outlet_pressure[Bar]  p_lo_min[W]  p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_       PT0106       FT0105  PV0106  SC0401
count  1016.000000        1016.0       1016.0  1016.000000  1016.000000  1016.000000     1016.0       1016.0  1016.000000  1016.000000  1016.000000           1016.000000       1016.0       1016.0   1016.000000        1016.000000   1016.000000           1016.000000  1016.000000  1016.000000  1016.0  1016.0
mean      9.122854           0.0          0.0     4.132224     3.956880     3.948533        0.0          0.0   236.101378   293.528209  2574.214567              4.164947          0.0        571.0    146.021654          71.913386    170.654528             21.997047     4.136732     9.272195     1.0     1.0
std       9.251590           0.0          0.0     0.263030     0.353335     0.359453        0.0          0.0   238.811166     0.023047  2570.491079              0.245811          0.0          0.0    109.055613           8.416754     89.971357              0.995057     0.262096     9.506650     0.0     0.0
min       0.000000           0.0          0.0     1.630000     1.470000     1.470000        0.0          0.0     0.000000   293.490000     0.000000              1.681000          0.0        571.0      0.000000          58.000000     43.000000             21.000000     1.800000     0.000000     1.0     1.0
25%       0.000000           0.0          0.0     3.970000     3.680000     3.670000        0.0          0.0     0.000000   293.530000     0.000000              3.998000          0.0        571.0     47.000000          58.000000     69.000000             21.000000     3.970000     0.000000     1.0     1.0
50%       2.720000           0.0          0.0     4.280000     4.210000     4.200000        0.0          0.0    57.500000   293.530000  2122.000000              4.305000          0.0        571.0     77.500000          77.000000    250.000000             22.000000     4.280000     0.000000     1.0     1.0
75%      18.760000           0.0          0.0     4.280000     4.210000     4.200000        0.0          0.0   484.000000   293.530000  5180.000000              4.308000          0.0        571.0    255.000000          77.000000    250.000000             23.000000     4.290000    19.170000     1.0     1.0
max      19.130000           0.0          0.0     4.510000     5.050000     5.740000        0.0          0.0   488.000000   293.760000  5200.000000              4.556000          0.0        571.0    255.000000          77.000000    250.000000             23.000000     4.440000    24.580000     1.0     1.0
