,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,834.0,834.0,834.0,834.0,834.0,834.0,834.0
mean,43.317793764988004,2.777565947242206,2.369412470023981,2.3592086330935254,2.364448441247003,2.9114760191846525,2.7349400479616306
std,0.11525503078799776,0.009979503177788184,0.012415965320990631,0.01329676498226804,0.013953975237842475,0.010542546304070076,0.007547131014651811
min,42.9,2.75,2.33,2.32,2.32,2.884,2.72
25%,43.25,2.77,2.36,2.35,2.35,2.903,2.73
50%,43.32,2.78,2.37,2.36,2.36,2.911,2.74
75%,43.39,2.78,2.38,2.37,2.37,2.919,2.74
max,43.67,2.81,2.41,2.4,2.41,2.942,2.75
