,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,243.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0
mean,8.23045267489712e-05,3.75275720164609,3.6815226337448563,3.6711934156378607,3.679958847736626,0.0,3.871851851851852,0.0,65535.0,21.0
std,0.0009053420646295457,0.004477987897251432,0.003600175336870609,0.003248591217247829,0.000641500299099599,0.0,0.002519893303089017,0.0,0.0,0.0
min,0.0,3.75,3.68,3.67,3.67,0.0,3.869,0.0,65535.0,21.0
25%,0.0,3.75,3.68,3.67,3.68,0.0,3.87,0.0,65535.0,21.0
50%,0.0,3.75,3.68,3.67,3.68,0.0,3.872,0.0,65535.0,21.0
75%,0.0,3.76,3.68,3.67,3.68,0.0,3.873,0.0,65535.0,21.0
max,0.01,3.76,3.69,3.68,3.68,0.0,3.881,0.0,65535.0,21.0
