,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0
mean,0.006845238095238094,3.4100595238095233,3.3404761904761906,3.331130952380952,0.0,0.0,3.4274642857142856,0.0,571.0,21.0
std,0.009857662508049864,0.0007715167498104432,0.002135955047163161,0.0031765599662646545,0.0,0.0,0.0005002138122825419,0.0,0.0,0.0
min,0.0,3.41,3.34,3.33,0.0,0.0,3.427,0.0,571.0,21.0
25%,0.0,3.41,3.34,3.33,0.0,0.0,3.427,0.0,571.0,21.0
50%,0.0,3.41,3.34,3.33,0.0,0.0,3.427,0.0,571.0,21.0
75%,0.01,3.41,3.34,3.33,0.0,0.0,3.428,0.0,571.0,21.0
max,0.04,3.42,3.35,3.34,0.0,0.0,3.428,0.0,571.0,21.0
