,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0
mean,0.010324189526184538,3.19,3.12,3.11,0.0,0.0,3.2050124688279302,0.0,571.0,21.0
std,0.012811894411209843,0.0,0.0,0.0,0.0,0.0,0.0007431985869543295,0.0,0.0,0.0
min,0.0,3.19,3.12,3.11,0.0,0.0,3.203,0.0,571.0,21.0
25%,0.0,3.19,3.12,3.11,0.0,0.0,3.205,0.0,571.0,21.0
50%,0.01,3.19,3.12,3.11,0.0,0.0,3.205,0.0,571.0,21.0
75%,0.02,3.19,3.12,3.11,0.0,0.0,3.205,0.0,571.0,21.0
max,0.06,3.19,3.12,3.11,0.0,0.0,3.206,0.0,571.0,21.0
