,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
mean,0.0,4.170000000000002,4.093564356435644,4.084950495049505,4.090000000000001,0.0,4.3010594059405935,0.0,65535.0,21.0
std,0.0,1.7852165294699932e-15,0.004813347777969318,0.005024691508189749,8.926082647349966e-16,0.0,0.0017878578365082866,0.0,0.0,0.0
min,0.0,4.17,4.09,4.08,4.09,0.0,4.299,0.0,65535.0,21.0
25%,0.0,4.17,4.09,4.08,4.09,0.0,4.3,0.0,65535.0,21.0
50%,0.0,4.17,4.09,4.08,4.09,0.0,4.3,0.0,65535.0,21.0
75%,0.0,4.17,4.1,4.09,4.09,0.0,4.302,0.0,65535.0,21.0
max,0.0,4.17,4.1,4.09,4.09,0.0,4.305,0.0,65535.0,21.0
