       FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]  PT0102[Bar]  PT0201[Bar]  PT0202[Bar]  CV0201[%]  PT0203[Bar]           p      t_w[K]   speed[RPM]  outlet_pressure[Bar]  p_lo_min[W]  p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_      PT0106      FT0105  PV0106  SC0401
count   628.000000         628.0        628.0   628.000000   628.000000   628.000000      628.0        628.0  628.000000  628.000000   628.000000            628.000000        628.0        628.0    628.000000         628.000000    628.000000            628.000000  628.000000  628.000000   628.0   628.0
mean      1.731943           0.0          0.0     4.208010     4.127420     4.116990        0.0          0.0  161.251592  294.514156  2450.348726              4.237992          0.0        571.0    129.546178          77.859873    246.998408             21.960191    4.218646    1.749427     1.0     1.0
std       3.751422           0.0          0.0     0.242594     0.272145     0.277291        0.0          0.0  167.946345    0.036942  2459.339064              0.247153          0.0          0.0    119.487727          72.407183     15.965823              1.027535    0.231689    3.954813     0.0     0.0
min       0.000000           0.0          0.0     1.880000     1.790000     1.770000        0.0          0.0    0.000000  294.410000     0.000000              1.936000          0.0        571.0      0.000000          32.000000    139.000000             15.000000    2.050000    0.000000     1.0     1.0
25%       0.000000           0.0          0.0     4.260000     4.190000     4.180000        0.0          0.0    0.000000  294.480000     0.000000              4.292000          0.0        571.0     15.000000          32.000000    250.000000             21.000000    4.270000    0.000000     1.0     1.0
50%       0.020000           0.0          0.0     4.270000     4.200000     4.190000        0.0          0.0   43.500000  294.520000  1681.000000              4.299000          0.0        571.0     31.500000          32.000000    250.000000             21.000000    4.280000    0.000000     1.0     1.0
75%       0.050000           0.0          0.0     4.280000     4.210000     4.200000        0.0          0.0  316.000000  294.550000  4992.000000              4.312000          0.0        571.0    255.000000         192.000000    250.000000             23.000000    4.290000    0.000000     1.0     1.0
max      10.970000           0.0          0.0     4.420000     5.970000     5.670000        0.0          0.0  419.000000  294.710000  5200.000000              4.385000          0.0        571.0    255.000000         192.000000    250.000000             23.000000    4.320000   14.580000     1.0     1.0
