,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,617.0,617.0,617.0,617.0,617.0,617.0,617.0
mean,3.0886223662884924,3.392528363047002,3.313273905996758,3.280372771474879,3.3084278768233384,3.499918962722852,3.4084927066450565
std,0.03080966419855878,0.004673730407279632,0.0059471031208571945,0.007186552033564706,0.007426593199861698,0.0035469824691693502,0.003580751476465012
min,3.0,3.38,3.3,3.26,3.29,3.493,3.4
25%,3.07,3.39,3.31,3.28,3.3,3.498,3.41
50%,3.09,3.39,3.31,3.28,3.31,3.5,3.41
75%,3.11,3.39,3.32,3.28,3.31,3.501,3.41
max,3.15,3.41,3.34,3.31,3.34,3.522,3.41
