,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0
mean,0.008260869565217393,3.8099999999999996,3.7400000000000007,3.73,0.0,0.0,3.8262391304347823,0.0,571.0,20.86231884057971
std,0.011872844093875333,4.448959120768886e-16,4.448959120768886e-16,0.0,0.0,0.0,0.0006933905925478892,0.0,0.0,1.614444025823277
min,0.0,3.81,3.74,3.73,0.0,0.0,3.825,0.0,571.0,2.0
25%,0.0,3.81,3.74,3.73,0.0,0.0,3.826,0.0,571.0,21.0
50%,0.0,3.81,3.74,3.73,0.0,0.0,3.826,0.0,571.0,21.0
75%,0.01,3.81,3.74,3.73,0.0,0.0,3.827,0.0,571.0,21.0
max,0.05,3.81,3.74,3.73,0.0,0.0,3.829,0.0,571.0,21.0
