,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0
mean,0.014245014245014245,4.269999999999999,4.198461538461539,4.188091168091168,0.0,0.0,4.292749287749288,0.0,571.0,20.965811965811966
std,0.014694501282056766,8.89446341001886e-16,0.0036131627495788916,0.003935582229964148,0.0,0.0,0.0011438497927579033,0.0,0.0,0.4522633353944632
min,0.0,4.27,4.19,4.18,0.0,0.0,4.291,0.0,571.0,15.0
25%,0.0,4.27,4.2,4.19,0.0,0.0,4.292,0.0,571.0,21.0
50%,0.01,4.27,4.2,4.19,0.0,0.0,4.292,0.0,571.0,21.0
75%,0.03,4.27,4.2,4.19,0.0,0.0,4.293,0.0,571.0,21.0
max,0.06,4.27,4.2,4.19,0.0,0.0,4.296,0.0,571.0,21.0
