,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,717.0,717.0,717.0,717.0,717.0,717.0,717.0
mean,5.12163179916318,3.392175732217573,3.301799163179916,3.232761506276151,3.2969735006973497,3.500377963737796,3.407726638772664
std,0.03215254307993535,0.00523282742672759,0.006598954494165954,0.008233008367434286,0.007259408893057708,0.004237794143159873,0.004606653737632072
min,5.03,3.38,3.29,3.21,3.28,3.49,3.4
25%,5.1,3.39,3.3,3.23,3.29,3.498,3.41
50%,5.12,3.39,3.3,3.23,3.3,3.5,3.41
75%,5.15,3.4,3.31,3.24,3.3,3.503,3.41
max,5.19,3.41,3.32,3.26,3.32,3.512,3.44
