       FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]  PT0102[Bar]  PT0201[Bar]  PT0202[Bar]  CV0201[%]  PT0203[Bar]            p       t_w[K]   speed[RPM]  outlet_pressure[Bar]  p_lo_min[W]  p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_       PT0106       FT0105  PV0106  SC0401
count  1768.000000        1768.0       1768.0  1768.000000  1768.000000  1768.000000     1768.0       1768.0  1768.000000  1768.000000  1768.000000           1768.000000       1768.0       1768.0   1768.000000        1768.000000   1768.000000           1768.000000  1768.000000  1768.000000  1768.0  1768.0
mean      1.992596           0.0          0.0     3.627438     3.548874     3.508083        0.0          0.0   100.007919   300.654508  1559.540724              3.640154          0.0        571.0    137.906674         117.616516    219.162330             21.650452     3.637941     2.014372     1.0     1.0
std       3.077055           0.0          0.0     0.181579     0.190105     0.217843        0.0          0.0   143.978795     0.753669  2224.856067              0.181696          0.0          0.0     91.346680          74.167609     58.258923              0.933554     0.178945     3.157105     0.0     0.0
min       0.000000           0.0          0.0     2.120000     2.040000     1.950000        0.0          0.0     0.000000   299.740000     0.000000              2.166000          0.0        571.0      0.000000           1.000000      0.000000             21.000000     2.290000     0.000000     1.0     1.0
25%       0.000000           0.0          0.0     3.500000     3.420000     3.300000        0.0          0.0     0.000000   299.820000     0.000000              3.513000          0.0        571.0     52.750000           4.000000    250.000000             21.000000     3.510000     0.000000     1.0     1.0
50%       0.020000           0.0          0.0     3.500000     3.430000     3.420000        0.0          0.0     0.000000   300.630000     0.000000              3.515000          0.0        571.0    129.000000         166.000000    250.000000             21.000000     3.510000     0.000000     1.0     1.0
75%       6.820000           0.0          0.0     3.830000     3.760000     3.750000        0.0          0.0   312.000000   301.450000  4735.000000              3.841000          0.0        571.0    255.000000         166.000000    250.000000             23.000000     3.840000     6.670000     1.0     1.0
max       6.970000           0.0          0.0     4.050000     3.950000     3.830000        0.0          0.0   331.000000   301.630000  5063.000000              4.031000          0.0        571.0    255.000000         166.000000    250.000000             23.000000     3.900000    10.000000     1.0     1.0
