,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,359.0,359.0,359.0,359.0,359.0,359.0,359.0
mean,7.972841225626741,3.8747075208913655,3.7612813370473535,3.611337047353761,3.7561838440111415,4.000150417827298,3.889080779944289
std,0.03539489712695481,0.0059664541029919105,0.007513597535667004,0.00886872246633654,0.010579819819682115,0.004877802141902299,0.002893190513135171
min,7.88,3.86,3.74,3.59,3.73,3.986,3.88
25%,7.95,3.87,3.76,3.61,3.75,3.997,3.89
50%,7.97,3.87,3.76,3.61,3.76,3.999,3.89
75%,8.0,3.88,3.77,3.62,3.76,4.004,3.89
max,8.06,3.89,3.78,3.64,3.78,4.013,3.89
