,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0,393.0
mean,0.008447837150127226,3.8199999999999994,3.7500763358778624,3.7400000000000015,0.0,0.0,3.8374071246819343,0.0,571.0,21.0
std,0.01151232487973987,4.446552893785907e-16,0.0008714723696020835,1.333965868135772e-15,0.0,0.0,0.001026262352197095,0.0,0.0,0.0
min,0.0,3.82,3.75,3.74,0.0,0.0,3.836,0.0,571.0,21.0
25%,0.0,3.82,3.75,3.74,0.0,0.0,3.837,0.0,571.0,21.0
50%,0.0,3.82,3.75,3.74,0.0,0.0,3.837,0.0,571.0,21.0
75%,0.02,3.82,3.75,3.74,0.0,0.0,3.838,0.0,571.0,21.0
max,0.04,3.82,3.76,3.74,0.0,0.0,3.841,0.0,571.0,21.0
