,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0
mean,0.0067910447761194035,3.7999999999999994,3.7299999999999995,3.7199999999999993,0.0,0.0,3.8212238805970147,0.0,571.0,21.0
std,0.010607095799574848,4.449200603610043e-16,4.449200603610043e-16,8.898401207220086e-16,0.0,0.0,0.000987880044309239,0.0,0.0,0.0
min,0.0,3.8,3.73,3.72,0.0,0.0,3.82,0.0,571.0,21.0
25%,0.0,3.8,3.73,3.72,0.0,0.0,3.82,0.0,571.0,21.0
50%,0.0,3.8,3.73,3.72,0.0,0.0,3.822,0.0,571.0,21.0
75%,0.01,3.8,3.73,3.72,0.0,0.0,3.822,0.0,571.0,21.0
max,0.04,3.8,3.73,3.72,0.0,0.0,3.823,0.0,571.0,21.0
