,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0
mean,0.0,4.170000000000001,4.1000000000000005,4.090000000000001,4.091118881118882,0.0,4.304853146853147,0.0,65535.0,21.0
std,0.0,8.913003218379783e-16,8.913003218379783e-16,8.913003218379783e-16,0.0031633675907071467,0.0,0.0007116539153152433,0.0,0.0,0.0
min,0.0,4.17,4.1,4.09,4.09,0.0,4.304,0.0,65535.0,21.0
25%,0.0,4.17,4.1,4.09,4.09,0.0,4.304,0.0,65535.0,21.0
50%,0.0,4.17,4.1,4.09,4.09,0.0,4.305,0.0,65535.0,21.0
75%,0.0,4.17,4.1,4.09,4.09,0.0,4.305,0.0,65535.0,21.0
max,0.0,4.17,4.1,4.09,4.1,0.0,4.306,0.0,65535.0,21.0
