,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,826.0,826.0,826.0,826.0,826.0,826.0,826.0
mean,3.9117675544794186,3.392033898305084,3.3096246973365617,3.2641888619854718,3.3045520581113808,3.499877723970944,3.4088983050847452
std,0.04445248563742545,0.005278090890792166,0.0072683336570845605,0.009829241317882632,0.00867488618395066,0.004145044521611224,0.0031329060238193644
min,3.81,3.38,3.29,3.24,3.28,3.488,3.4
25%,3.88,3.39,3.3,3.26,3.3,3.49725,3.41
50%,3.91,3.39,3.31,3.26,3.3,3.5,3.41
75%,3.95,3.4,3.31,3.27,3.31,3.503,3.41
max,4.01,3.41,3.33,3.29,3.33,3.511,3.41
