,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
mean,0.0,4.170000000000003,4.099850746268658,4.089999999999998,4.091044776119401,0.0,4.303358208955227,0.0,65535.0,21.0
std,0.0,2.6846452444615756e-15,0.0012216944435630259,1.789763496307717e-15,0.0030818768180842187,0.0,0.001573468399479735,0.0,0.0,0.0
min,0.0,4.17,4.09,4.09,4.09,0.0,4.301,0.0,65535.0,21.0
25%,0.0,4.17,4.1,4.09,4.09,0.0,4.302,0.0,65535.0,21.0
50%,0.0,4.17,4.1,4.09,4.09,0.0,4.303,0.0,65535.0,21.0
75%,0.0,4.17,4.1,4.09,4.09,0.0,4.304,0.0,65535.0,21.0
max,0.0,4.17,4.1,4.09,4.1,0.0,4.308,0.0,65535.0,21.0
