,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0
mean,0.01099502487562189,4.03,3.96,3.95,0.0,0.0,4.049089552238807,0.0,571.0,21.0
std,0.013928566872595978,0.0,0.0,0.0,0.0,0.0,0.0012336694445867994,0.0,0.0,0.0
min,0.0,4.03,3.96,3.95,0.0,0.0,4.046,0.0,571.0,21.0
25%,0.0,4.03,3.96,3.95,0.0,0.0,4.048,0.0,571.0,21.0
50%,0.01,4.03,3.96,3.95,0.0,0.0,4.049,0.0,571.0,21.0
75%,0.02,4.03,3.96,3.95,0.0,0.0,4.05,0.0,571.0,21.0
max,0.05,4.03,3.96,3.95,0.0,0.0,4.052,0.0,571.0,21.0
