,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0
mean,0.0,3.41,3.34,3.3299999999999987,3.3321739130434778,0.0,3.5171684782608694,0.0,65535.0,21.0
std,0.0,0.0,0.0,1.3359027458006435e-15,0.004135964337111842,0.0,0.0016191767015312308,0.0,0.0,0.0
min,0.0,3.41,3.34,3.33,3.33,0.0,3.515,0.0,65535.0,21.0
25%,0.0,3.41,3.34,3.33,3.33,0.0,3.516,0.0,65535.0,21.0
50%,0.0,3.41,3.34,3.33,3.33,0.0,3.517,0.0,65535.0,21.0
75%,0.0,3.41,3.34,3.33,3.33,0.0,3.518,0.0,65535.0,21.0
max,0.0,3.41,3.34,3.33,3.34,0.0,3.522,0.0,65535.0,21.0
