,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,417.0,417.0,417.0,417.0,417.0,417.0,417.0
mean,25.934748201438843,3.7808153477218234,3.0876019184652277,3.154076738609113,3.3022302158273376,3.9150551558752995,3.7712230215827347
std,0.09327119476021405,0.0027398333814533603,0.010377712627914064,0.006911101778971259,0.010833741283309812,0.0020857410915848078,0.003280280165393638
min,25.7,3.78,3.06,3.14,3.27,3.91,3.77
25%,25.88,3.78,3.08,3.15,3.29,3.914,3.77
50%,25.94,3.78,3.09,3.15,3.3,3.915,3.77
75%,26.0,3.78,3.09,3.16,3.31,3.916,3.77
max,26.12,3.79,3.12,3.17,3.33,3.922,3.78
