"Time","act_mode3","act_mode4","pump_output_control_state","act_mode1","M2 state (+10)"
2023-09-18 11:00:58,16,1,21,1,11
2023-09-18 11:01:00,16,1,21,1,11
2023-09-18 11:01:02,16,1,21,1,11
2023-09-18 11:01:04,16,1,21,1,11
2023-09-18 11:01:06,16,1,21,1,11
2023-09-18 11:01:08,16,1,21,1,11
2023-09-18 11:01:10,16,1,21,1,11
2023-09-18 11:01:12,16,1,21,1,11
2023-09-18 11:01:14,16,1,21,1,11
2023-09-18 11:01:16,16,1,21,1,11
2023-09-18 11:01:18,16,1,21,1,11
2023-09-18 11:01:20,16,1,21,1,11
2023-09-18 11:01:22,16,1,21,1,11
2023-09-18 11:01:24,16,1,21,1,11
2023-09-18 11:01:26,16,1,21,1,11
2023-09-18 11:01:28,16,1,21,1,11
2023-09-18 11:01:29,16,1,21,1,11
2023-09-18 11:01:31,16,1,21,1,11
2023-09-18 11:01:33,16,1,21,1,11
2023-09-18 11:01:36,16,1,21,1,11
2023-09-18 11:01:38,16,1,21,1,11
2023-09-18 11:01:40,16,1,21,1,11
2023-09-18 11:01:42,16,1,21,1,11
2023-09-18 11:01:44,16,1,21,1,11
2023-09-18 11:01:46,16,1,21,1,11
2023-09-18 11:01:48,16,1,21,1,11
2023-09-18 11:01:50,16,1,21,1,11
2023-09-18 11:01:52,16,1,21,1,11
2023-09-18 11:01:55,16,1,21,1,11
2023-09-18 11:01:57,16,1,21,1,11
2023-09-18 11:01:59,16,1,21,1,11
2023-09-18 11:02:01,16,1,21,1,11
2023-09-18 11:02:03,16,1,21,1,11
2023-09-18 11:02:05,16,1,21,1,11
2023-09-18 11:02:07,16,1,21,1,11
2023-09-18 11:02:09,16,1,21,1,11
2023-09-18 11:02:11,16,1,21,1,11
2023-09-18 11:02:13,16,1,21,1,11
2023-09-18 11:02:15,16,1,21,1,11
2023-09-18 11:02:17,16,1,21,1,11
2023-09-18 11:02:18,16,1,21,1,11
2023-09-18 11:02:20,16,1,21,1,11
2023-09-18 11:02:22,16,1,21,1,11
2023-09-18 11:02:24,16,1,21,1,11
2023-09-18 11:02:26,16,1,21,1,11
2023-09-18 11:02:28,16,1,21,1,11
2023-09-18 11:02:30,16,1,21,1,11
2023-09-18 11:02:32,16,1,21,1,11
2023-09-18 11:02:34,16,1,21,1,11
2023-09-18 11:02:36,16,1,21,1,11
2023-09-18 11:02:38,16,1,21,1,11
2023-09-18 11:02:40,16,1,21,1,11
2023-09-18 11:02:42,16,1,21,1,11
2023-09-18 11:02:43,16,1,21,1,11
2023-09-18 11:02:44,16,1,21,1,11
2023-09-18 11:02:46,16,1,21,1,11
2023-09-18 11:02:48,16,1,21,1,11
2023-09-18 11:02:50,16,1,21,1,11
2023-09-18 11:02:52,16,1,21,1,11
2023-09-18 11:02:54,16,1,21,1,11
2023-09-18 11:02:56,16,1,21,1,11
2023-09-18 11:02:57,16,1,21,1,11
2023-09-18 11:02:59,16,1,21,1,11
2023-09-18 11:03:01,16,1,21,1,11
2023-09-18 11:03:03,16,1,21,1,11
2023-09-18 11:03:05,16,1,21,1,11
2023-09-18 11:03:07,16,1,21,1,11
2023-09-18 11:03:09,16,1,21,1,11
2023-09-18 11:03:11,16,1,21,1,11
2023-09-18 11:03:13,16,1,21,1,11
2023-09-18 11:03:15,16,1,21,1,11
2023-09-18 11:03:17,16,1,21,1,11
2023-09-18 11:03:19,16,1,21,1,11
2023-09-18 11:03:21,16,1,21,1,11
2023-09-18 11:03:23,16,1,21,1,11
2023-09-18 11:03:24,16,1,21,1,11
2023-09-18 11:03:26,16,1,21,1,11
2023-09-18 11:03:28,16,1,21,1,11
2023-09-18 11:03:29,16,1,21,1,11
2023-09-18 11:03:31,16,1,21,1,11
2023-09-18 11:03:33,16,1,21,1,11
2023-09-18 11:03:34,16,1,21,1,11
2023-09-18 11:03:37,16,1,21,1,11
2023-09-18 11:03:38,16,1,21,1,11
2023-09-18 11:03:40,16,1,21,1,11
2023-09-18 11:03:42,16,1,21,1,11
2023-09-18 11:03:44,16,1,21,1,11
2023-09-18 11:03:46,16,1,21,1,11
2023-09-18 11:03:48,16,1,21,1,11
2023-09-18 11:03:49,16,1,21,1,11
2023-09-18 11:03:51,16,1,21,1,11
2023-09-18 11:03:53,16,1,21,1,11
2023-09-18 11:03:55,16,1,21,1,11
2023-09-18 11:03:57,16,1,21,1,11
2023-09-18 11:03:59,16,1,21,1,11
2023-09-18 11:04:01,16,1,21,1,11
2023-09-18 11:04:03,16,1,21,1,11
2023-09-18 11:04:05,16,1,21,1,11
2023-09-18 11:04:07,16,1,21,1,11
2023-09-18 11:04:08,16,1,21,1,11
2023-09-18 11:04:10,16,1,21,1,11
2023-09-18 11:04:12,16,1,21,1,11
2023-09-18 11:04:14,16,1,21,1,11
2023-09-18 11:04:16,16,1,21,1,11
2023-09-18 11:04:18,16,1,21,1,11
2023-09-18 11:04:19,16,1,21,1,11
2023-09-18 11:04:21,16,1,21,1,11
2023-09-18 11:04:23,16,1,21,1,11
2023-09-18 11:04:25,16,1,21,1,11
2023-09-18 11:04:27,16,1,21,1,11
2023-09-18 11:04:29,16,1,21,1,11
2023-09-18 11:04:31,16,1,21,1,11
2023-09-18 11:04:33,16,1,21,1,11
2023-09-18 11:04:35,16,1,21,1,11
2023-09-18 11:04:38,16,1,21,1,11
2023-09-18 11:04:40,16,1,21,1,11
2023-09-18 11:04:41,16,1,21,1,11
2023-09-18 11:04:43,16,1,21,1,11
2023-09-18 11:04:45,16,1,21,1,11
2023-09-18 11:04:46,16,1,21,1,11
2023-09-18 11:04:48,16,1,21,1,11
2023-09-18 11:04:50,16,1,21,1,11
2023-09-18 11:04:52,16,1,21,1,11
2023-09-18 11:04:54,16,1,21,1,11
2023-09-18 11:04:56,16,1,21,1,11
2023-09-18 11:04:58,16,1,21,1,11
2023-09-18 11:05:00,16,1,21,1,11
2023-09-18 11:05:02,16,1,21,1,11
2023-09-18 11:05:04,16,1,21,1,11
2023-09-18 11:05:06,16,1,21,1,11
2023-09-18 11:05:08,0,12,18,0,11
2023-09-18 11:05:10,16,1,21,1,11
2023-09-18 11:05:12,16,1,21,1,11
2023-09-18 11:05:14,16,1,21,1,11
2023-09-18 11:05:15,16,1,21,1,11
2023-09-18 11:05:16,16,1,21,1,11
2023-09-18 11:05:18,16,1,21,1,11
2023-09-18 11:05:20,16,1,21,1,11
2023-09-18 11:05:22,16,1,21,1,11
2023-09-18 11:05:23,16,1,21,1,11
2023-09-18 11:05:25,16,1,21,1,11
2023-09-18 11:05:27,16,1,21,1,11
2023-09-18 11:05:29,16,1,21,1,11
2023-09-18 11:05:31,16,1,21,1,11
2023-09-18 11:05:33,16,1,21,1,11
2023-09-18 11:05:35,16,1,21,1,11
2023-09-18 11:05:37,16,1,21,1,11
2023-09-18 11:05:39,16,1,21,1,11
2023-09-18 11:05:41,16,1,21,1,11
2023-09-18 11:05:43,16,1,21,1,11
2023-09-18 11:05:45,16,1,21,1,11
2023-09-18 11:05:47,16,1,21,1,11
2023-09-18 11:05:49,16,1,21,1,11
2023-09-18 11:05:51,16,1,21,1,11
2023-09-18 11:05:52,16,1,21,1,11
2023-09-18 11:05:54,16,1,21,1,11
2023-09-18 11:05:56,16,1,21,1,11
2023-09-18 11:05:58,16,1,21,1,11
2023-09-18 11:06:00,16,1,21,1,11
2023-09-18 11:06:02,16,1,21,1,11
2023-09-18 11:06:04,16,1,21,1,11
2023-09-18 11:06:06,16,1,21,1,11
2023-09-18 11:06:07,16,1,21,1,11
2023-09-18 11:06:09,16,1,21,1,11
2023-09-18 11:06:11,16,1,21,1,11
2023-09-18 11:06:13,16,1,21,1,11
2023-09-18 11:06:15,16,1,21,1,11
2023-09-18 11:06:17,16,1,21,1,11
2023-09-18 11:06:19,16,1,21,1,11
2023-09-18 11:06:21,16,1,21,1,11
2023-09-18 11:06:22,16,1,21,1,11
2023-09-18 11:06:24,16,1,21,1,11
2023-09-18 11:06:26,16,1,21,1,11
2023-09-18 11:06:28,16,1,21,1,11
2023-09-18 11:06:30,16,1,21,1,11
2023-09-18 11:06:32,16,1,21,1,11
2023-09-18 11:06:34,16,1,21,1,11
2023-09-18 11:06:36,16,1,21,1,11
2023-09-18 11:06:38,16,1,21,1,11
2023-09-18 11:06:40,16,1,21,1,11
2023-09-18 11:06:42,16,1,21,1,11
2023-09-18 11:06:44,16,1,21,1,11
2023-09-18 11:06:46,16,1,21,1,11
2023-09-18 11:06:48,16,1,21,1,11
2023-09-18 11:06:50,16,1,21,1,11
2023-09-18 11:06:52,16,1,21,1,11
2023-09-18 11:06:54,16,1,21,1,11
2023-09-18 11:06:56,16,1,21,1,11
2023-09-18 11:06:58,16,1,21,1,11
2023-09-18 11:07:00,16,1,21,1,11
2023-09-18 11:07:01,16,1,21,1,11
2023-09-18 11:07:03,16,1,21,1,11
2023-09-18 11:07:05,16,1,21,1,11
2023-09-18 11:07:07,16,1,21,1,11
2023-09-18 11:07:09,16,1,21,1,11
2023-09-18 11:07:11,16,1,21,1,11
2023-09-18 11:07:14,16,1,21,1,11
2023-09-18 11:07:15,16,1,21,1,11
2023-09-18 11:07:18,16,1,21,1,11
2023-09-18 11:07:20,16,1,21,1,11
2023-09-18 11:07:22,16,1,21,1,11
2023-09-18 11:07:24,16,1,21,1,11
2023-09-18 11:07:26,16,1,21,1,11
2023-09-18 11:07:28,16,1,21,1,11
2023-09-18 11:07:30,16,1,21,1,11
2023-09-18 11:07:31,16,1,21,1,11
2023-09-18 11:07:33,16,1,21,1,11
2023-09-18 11:07:35,16,1,21,1,11
2023-09-18 11:07:37,16,1,21,1,11
2023-09-18 11:07:39,16,1,21,1,11
2023-09-18 11:07:41,16,1,21,1,11
2023-09-18 11:07:43,16,1,21,1,11
2023-09-18 11:07:45,16,1,21,1,11
2023-09-18 11:07:47,16,1,21,1,11
2023-09-18 11:07:49,16,1,21,1,11
2023-09-18 11:07:51,16,1,21,1,11
2023-09-18 11:07:53,16,1,21,1,11
2023-09-18 11:07:55,16,1,21,1,11
2023-09-18 11:07:56,16,1,21,1,11
2023-09-18 11:07:58,16,1,21,1,11
2023-09-18 11:08:00,16,1,21,1,11
2023-09-18 11:08:02,16,1,21,1,11
2023-09-18 11:08:04,16,1,21,1,11
2023-09-18 11:08:06,16,1,21,1,11
2023-09-18 11:08:07,16,1,21,1,11
2023-09-18 11:08:09,16,1,21,1,11
2023-09-18 11:08:11,16,1,21,1,11
2023-09-18 11:08:13,16,1,21,1,11
2023-09-18 11:08:15,16,1,21,1,11
2023-09-18 11:08:17,16,1,21,1,11
2023-09-18 11:08:19,16,1,21,1,11
2023-09-18 11:08:21,16,1,21,1,11
2023-09-18 11:08:22,16,1,21,1,11
2023-09-18 11:08:24,16,1,21,1,11
2023-09-18 11:08:26,16,1,21,1,11
2023-09-18 11:08:27,16,1,21,1,11
2023-09-18 11:08:29,16,1,21,1,11
2023-09-18 11:08:31,16,1,21,1,11
2023-09-18 11:08:33,16,1,21,1,11
2023-09-18 11:08:35,16,1,21,1,11
2023-09-18 11:08:37,16,1,21,1,11
2023-09-18 11:08:39,16,1,21,1,11
2023-09-18 11:08:41,16,1,21,1,11
2023-09-18 11:08:43,16,1,21,1,11
2023-09-18 11:08:45,16,1,21,1,11
2023-09-18 11:08:47,16,1,21,1,11
2023-09-18 11:08:49,16,1,21,1,11
2023-09-18 11:08:51,16,1,21,1,11
2023-09-18 11:08:54,16,1,21,1,11
2023-09-18 11:08:56,16,1,21,1,11
2023-09-18 11:08:58,16,1,21,1,11
2023-09-18 11:09:00,16,1,21,1,11
2023-09-18 11:09:02,16,1,21,1,11
2023-09-18 11:09:04,16,1,21,1,11
2023-09-18 11:09:06,16,1,21,1,11
2023-09-18 11:09:08,16,1,21,1,11
2023-09-18 11:09:10,16,1,21,1,11
2023-09-18 11:09:12,16,1,21,1,11
2023-09-18 11:09:14,16,1,21,1,11
2023-09-18 11:09:16,16,1,21,1,11
2023-09-18 11:09:18,16,1,21,1,11
2023-09-18 11:09:20,16,1,21,1,11
2023-09-18 11:09:22,16,1,21,1,11
2023-09-18 11:09:24,16,1,21,1,11
2023-09-18 11:09:26,16,1,21,1,11
2023-09-18 11:09:28,16,1,21,1,11
2023-09-18 11:09:30,16,1,21,1,11
2023-09-18 11:09:31,16,1,21,1,11
2023-09-18 11:09:33,16,1,21,1,11
2023-09-18 11:09:35,16,1,21,1,11
2023-09-18 11:09:38,16,1,21,1,11
2023-09-18 11:09:39,16,1,21,1,11
2023-09-18 11:09:41,16,1,21,1,11
2023-09-18 11:09:43,16,1,21,1,11
2023-09-18 11:09:45,16,1,21,1,11
2023-09-18 11:09:47,16,1,21,1,11
2023-09-18 11:09:49,16,1,21,1,11
2023-09-18 11:09:50,16,1,21,1,11
2023-09-18 11:09:53,16,1,21,1,11
2023-09-18 11:09:55,16,1,21,1,11
2023-09-18 11:09:56,16,1,21,1,11
2023-09-18 11:09:58,16,1,21,1,11
2023-09-18 11:10:00,16,1,21,1,11
2023-09-18 11:10:01,16,1,21,1,11
2023-09-18 11:10:03,16,1,21,1,11
2023-09-18 11:10:04,16,1,21,1,11
2023-09-18 11:10:06,16,1,21,1,11
2023-09-18 11:10:08,16,1,21,1,11
2023-09-18 11:10:10,16,1,21,1,11
2023-09-18 11:10:12,16,1,21,1,11
2023-09-18 11:10:14,16,1,21,1,11
2023-09-18 11:10:16,16,1,21,1,11
2023-09-18 11:10:18,16,1,21,1,11
2023-09-18 11:10:20,16,1,21,1,11
2023-09-18 11:10:21,16,1,21,1,11
2023-09-18 11:10:23,16,1,21,1,11
2023-09-18 11:10:25,16,1,21,1,11
2023-09-18 11:10:27,16,1,21,1,11
2023-09-18 11:10:29,16,1,21,1,11
2023-09-18 11:10:31,16,1,21,1,11
2023-09-18 11:10:33,16,1,21,1,11
2023-09-18 11:10:34,16,1,21,1,11
2023-09-18 11:10:36,16,1,21,1,11
2023-09-18 11:10:37,16,1,21,1,11
2023-09-18 11:10:39,16,1,21,1,11
2023-09-18 11:10:41,16,1,21,1,11
2023-09-18 11:10:43,16,1,21,1,11
2023-09-18 11:10:45,16,1,21,1,11
2023-09-18 11:10:47,16,1,21,1,11
2023-09-18 11:10:49,16,1,21,1,11
2023-09-18 11:10:51,16,1,21,1,11
2023-09-18 11:10:53,16,1,21,1,11
2023-09-18 11:10:55,16,1,21,1,11
2023-09-18 11:10:57,16,1,21,1,11
2023-09-18 11:10:58,16,1,21,1,11
2023-09-18 11:11:00,16,1,21,1,11
2023-09-18 11:11:02,16,1,21,1,11
2023-09-18 11:11:04,16,1,21,1,11
2023-09-18 11:11:06,16,1,21,1,11
2023-09-18 11:11:08,16,1,21,1,11
2023-09-18 11:11:10,16,1,21,1,11
2023-09-18 11:11:12,16,1,21,1,11
2023-09-18 11:11:14,16,1,21,1,11
2023-09-18 11:11:16,16,1,21,1,11
2023-09-18 11:11:18,16,1,21,1,11
2023-09-18 11:11:20,16,1,21,1,11
2023-09-18 11:11:23,16,1,21,1,11
2023-09-18 11:11:25,16,1,21,1,11
2023-09-18 11:11:27,16,1,21,1,11
2023-09-18 11:11:29,16,1,21,1,11
2023-09-18 11:11:31,16,1,21,1,11
2023-09-18 11:11:33,16,1,21,1,11
2023-09-18 11:11:35,16,1,21,1,11
2023-09-18 11:11:37,16,1,21,1,11
2023-09-18 11:11:39,16,1,21,1,11
2023-09-18 11:11:41,16,1,21,1,11
2023-09-18 11:11:42,16,1,21,1,11
2023-09-18 11:11:44,16,1,21,1,11
2023-09-18 11:11:46,16,1,21,1,11
2023-09-18 11:11:48,16,1,21,1,11
2023-09-18 11:11:50,16,1,21,1,11
2023-09-18 11:11:52,16,1,21,1,11
2023-09-18 11:11:53,16,1,21,1,11
2023-09-18 11:11:55,16,1,21,1,11
2023-09-18 11:11:57,16,1,21,1,11
2023-09-18 11:11:59,16,1,21,1,11
2023-09-18 11:12:01,16,1,21,1,11
2023-09-18 11:12:03,16,1,21,1,11
2023-09-18 11:12:05,16,1,21,1,11
2023-09-18 11:12:07,16,1,21,1,11
2023-09-18 11:12:09,16,1,21,1,11
2023-09-18 11:12:11,16,1,21,1,11
2023-09-18 11:12:13,16,1,21,1,11
2023-09-18 11:12:16,16,1,21,1,11
2023-09-18 11:12:18,16,1,21,1,11
2023-09-18 11:12:20,16,1,21,1,11
2023-09-18 11:12:22,16,1,21,1,11
2023-09-18 11:12:24,16,1,21,1,11
2023-09-18 11:12:26,16,1,21,1,11
2023-09-18 11:12:28,16,1,21,1,11
2023-09-18 11:12:30,16,1,21,1,11
2023-09-18 11:12:32,16,1,21,1,11
2023-09-18 11:12:34,16,1,21,1,11
2023-09-18 11:12:36,16,1,21,1,11
2023-09-18 11:12:38,16,1,21,1,11
2023-09-18 11:12:40,16,1,21,1,11
2023-09-18 11:12:42,16,1,21,1,11
2023-09-18 11:12:44,16,1,21,1,11
2023-09-18 11:12:45,16,1,21,1,11
2023-09-18 11:12:47,16,1,21,1,11
2023-09-18 11:12:49,16,1,21,1,11
2023-09-18 11:12:51,16,1,21,1,11
2023-09-18 11:12:53,16,1,21,1,11
2023-09-18 11:12:55,16,1,21,1,11
2023-09-18 11:12:56,16,1,21,1,11
2023-09-18 11:12:59,16,1,21,1,11
2023-09-18 11:13:01,16,1,21,1,11
2023-09-18 11:13:03,16,1,21,1,11
2023-09-18 11:13:04,16,1,21,1,11
2023-09-18 11:13:06,16,1,21,1,11
2023-09-18 11:13:08,16,1,21,1,11
2023-09-18 11:13:10,16,1,21,1,11
2023-09-18 11:13:11,16,1,21,1,11
2023-09-18 11:13:13,16,1,21,1,11
2023-09-18 11:13:15,16,1,21,1,11
2023-09-18 11:13:17,16,1,21,1,11
2023-09-18 11:13:19,16,1,21,1,11
2023-09-18 11:13:21,16,1,21,1,11
2023-09-18 11:13:22,16,1,21,1,11
2023-09-18 11:13:24,16,1,21,1,11
2023-09-18 11:13:26,16,1,21,1,11
2023-09-18 11:13:28,16,1,21,1,11
2023-09-18 11:13:30,16,1,21,1,11
2023-09-18 11:13:32,16,1,21,1,11
2023-09-18 11:13:34,16,1,21,1,11
2023-09-18 11:13:37,16,1,21,1,11
2023-09-18 11:13:38,16,1,21,1,11
2023-09-18 11:13:40,16,1,21,1,11
2023-09-18 11:13:42,16,1,21,1,11
2023-09-18 11:13:43,16,1,21,1,11
2023-09-18 11:13:45,16,1,21,1,11
2023-09-18 11:13:47,16,1,21,1,11
2023-09-18 11:13:49,16,1,21,1,11
2023-09-18 11:13:51,16,1,21,1,11
2023-09-18 11:13:53,16,1,21,1,11
2023-09-18 11:13:55,16,1,21,1,11
2023-09-18 11:13:57,16,1,21,1,11
2023-09-18 11:13:58,16,1,21,1,11
2023-09-18 11:14:00,16,1,21,1,11
2023-09-18 11:14:02,16,1,21,1,11
2023-09-18 11:14:04,16,1,21,1,11
2023-09-18 11:14:05,16,1,21,1,11
2023-09-18 11:14:07,16,1,21,1,11
2023-09-18 11:14:09,16,1,21,1,11
2023-09-18 11:14:11,16,1,21,1,11
2023-09-18 11:14:13,16,1,21,1,11
2023-09-18 11:14:15,16,1,21,1,11
2023-09-18 11:14:17,16,1,21,1,11
2023-09-18 11:14:19,16,1,21,1,11
2023-09-18 11:14:20,16,1,21,1,11
2023-09-18 11:14:22,16,1,21,1,11
2023-09-18 11:14:23,16,1,21,1,11
2023-09-18 11:14:25,16,1,21,1,11
2023-09-18 11:14:27,16,1,21,1,11
2023-09-18 11:14:29,16,1,21,1,11
2023-09-18 11:14:31,16,1,21,1,11
2023-09-18 11:14:33,16,1,21,1,11
2023-09-18 11:14:34,16,1,21,1,11
2023-09-18 11:14:36,16,1,21,1,11
2023-09-18 11:14:38,16,1,21,1,11
2023-09-18 11:14:40,16,1,21,1,11
2023-09-18 11:14:42,16,1,21,1,11
2023-09-18 11:14:44,16,1,21,1,11
2023-09-18 11:14:46,16,1,21,1,11
2023-09-18 11:14:48,16,1,21,1,11
2023-09-18 11:14:50,16,1,21,1,11
2023-09-18 11:14:52,16,1,21,1,11
2023-09-18 11:14:54,16,1,21,1,11
2023-09-18 11:14:56,16,1,21,1,11
2023-09-18 11:14:58,16,1,21,1,11
2023-09-18 11:14:59,16,1,21,1,11
2023-09-18 11:15:01,16,1,21,1,11
2023-09-18 11:15:02,16,1,21,1,11
2023-09-18 11:15:04,16,1,21,1,11
2023-09-18 11:15:06,16,1,21,1,11
2023-09-18 11:15:08,16,1,21,1,11
2023-09-18 11:15:10,16,1,21,1,11
2023-09-18 11:15:12,16,1,21,1,11
2023-09-18 11:15:14,16,1,21,1,11
2023-09-18 11:15:16,16,1,21,1,11
2023-09-18 11:15:18,16,1,21,1,11
2023-09-18 11:15:20,16,1,21,1,11
2023-09-18 11:15:22,16,1,21,1,11
2023-09-18 11:15:24,16,1,21,1,11
2023-09-18 11:15:26,16,1,21,1,11
2023-09-18 11:15:28,16,1,21,1,11
2023-09-18 11:15:30,16,1,21,1,11
2023-09-18 11:15:32,16,1,21,1,11
2023-09-18 11:15:34,16,1,21,1,11
2023-09-18 11:15:37,16,1,21,1,11
2023-09-18 11:15:39,16,1,21,1,11
2023-09-18 11:15:40,16,1,21,1,11
2023-09-18 11:15:43,16,1,21,1,11
2023-09-18 11:15:44,16,1,21,1,11
2023-09-18 11:15:46,16,1,21,1,11
2023-09-18 11:15:48,16,1,21,1,11
2023-09-18 11:15:50,16,1,21,1,11
2023-09-18 11:15:52,16,1,21,1,11
2023-09-18 11:15:54,16,1,21,1,11
2023-09-18 11:15:55,16,1,21,1,11
2023-09-18 11:15:57,16,1,21,1,11
2023-09-18 11:15:59,16,1,21,1,11
2023-09-18 11:16:01,16,1,21,1,11
2023-09-18 11:16:03,16,1,21,1,11
2023-09-18 11:16:04,16,1,21,1,11
2023-09-18 11:16:06,16,1,21,1,11
2023-09-18 11:16:08,16,1,21,1,11
2023-09-18 11:16:10,16,1,21,1,11
2023-09-18 11:16:12,16,1,1,1,11
2023-09-18 11:16:14,16,1,21,1,11
2023-09-18 11:16:16,16,1,21,1,11
2023-09-18 11:16:18,16,1,21,1,11
2023-09-18 11:16:20,16,1,21,1,11
2023-09-18 11:16:22,16,1,21,1,11
2023-09-18 11:16:25,16,1,21,1,11
2023-09-18 11:16:27,16,1,21,1,11
2023-09-18 11:16:29,16,1,21,1,11
2023-09-18 11:16:31,16,1,21,1,11
2023-09-18 11:16:33,16,1,21,1,11
2023-09-18 11:16:35,16,1,21,1,11
2023-09-18 11:16:37,16,1,21,1,11
2023-09-18 11:16:39,16,1,21,1,11
2023-09-18 11:16:41,16,1,21,1,11
2023-09-18 11:16:43,16,1,21,1,11
2023-09-18 11:16:45,16,1,21,1,11
2023-09-18 11:16:46,16,1,21,1,11
2023-09-18 11:16:48,16,1,21,1,11
2023-09-18 11:16:50,16,1,21,1,11
2023-09-18 11:16:52,16,1,21,1,11
2023-09-18 11:16:54,16,1,21,1,11
2023-09-18 11:16:56,16,1,21,1,11
2023-09-18 11:16:58,16,1,21,1,11
2023-09-18 11:17:00,16,1,21,1,11
2023-09-18 11:17:02,16,1,21,1,11
2023-09-18 11:17:03,16,1,21,1,11
2023-09-18 11:17:05,16,1,21,1,11
2023-09-18 11:17:07,16,1,21,1,11
2023-09-18 11:17:09,16,1,21,1,11
2023-09-18 11:17:11,16,1,21,1,11
2023-09-18 11:17:13,16,1,21,1,11
2023-09-18 11:17:15,16,1,21,1,11
2023-09-18 11:17:17,16,1,21,1,11
2023-09-18 11:17:19,16,1,21,1,11
2023-09-18 11:17:21,16,1,21,1,11
2023-09-18 11:17:23,16,1,21,1,11
2023-09-18 11:17:25,16,1,21,1,11
2023-09-18 11:17:26,16,1,21,1,11
2023-09-18 11:17:29,16,1,21,1,11
2023-09-18 11:17:30,16,1,21,1,11
2023-09-18 11:17:32,16,1,21,1,11
2023-09-18 11:17:34,16,1,21,1,11
2023-09-18 11:17:36,16,1,21,1,11
2023-09-18 11:17:38,16,1,21,1,11
2023-09-18 11:17:40,16,1,21,1,11
2023-09-18 11:17:42,16,1,21,1,11
2023-09-18 11:17:44,16,1,21,1,11
2023-09-18 11:17:46,16,1,21,1,11
2023-09-18 11:17:48,16,1,21,1,11
2023-09-18 11:17:50,16,1,21,1,11
2023-09-18 11:17:52,16,1,21,1,11
2023-09-18 11:17:53,16,1,21,1,11
2023-09-18 11:17:55,16,1,21,1,11
2023-09-18 11:17:57,16,1,21,1,11
2023-09-18 11:17:59,16,1,21,1,11
2023-09-18 11:18:00,16,1,21,1,11
2023-09-18 11:18:02,16,1,21,1,11
2023-09-18 11:18:05,16,1,21,1,11
2023-09-18 11:18:07,16,1,21,1,11
2023-09-18 11:18:08,16,1,21,1,11
2023-09-18 11:18:10,16,1,21,1,11
2023-09-18 11:18:12,16,1,21,1,11
2023-09-18 11:18:14,16,1,21,1,11
2023-09-18 11:18:16,16,1,21,1,11
2023-09-18 11:18:18,16,1,21,1,11
2023-09-18 11:18:20,16,1,21,1,11
2023-09-18 11:18:22,16,1,21,1,11
2023-09-18 11:18:23,16,1,21,1,11
2023-09-18 11:18:25,16,1,21,1,11
2023-09-18 11:18:27,16,1,21,1,11
2023-09-18 11:18:29,16,1,21,1,11
2023-09-18 11:18:31,16,1,21,1,11
2023-09-18 11:18:33,16,1,21,1,11
2023-09-18 11:18:35,16,1,21,1,11
2023-09-18 11:18:37,16,1,21,1,11
2023-09-18 11:18:39,16,1,21,1,11
2023-09-18 11:18:41,16,1,21,1,11
2023-09-18 11:18:43,16,1,21,1,11
2023-09-18 11:18:45,16,1,21,1,11
2023-09-18 11:18:47,16,1,21,1,11
2023-09-18 11:18:49,16,1,21,1,11
2023-09-18 11:18:51,16,1,21,1,11
2023-09-18 11:18:53,16,1,21,1,11
2023-09-18 11:18:55,16,1,21,1,11
2023-09-18 11:18:58,16,1,21,1,11
2023-09-18 11:19:00,16,1,21,1,11
2023-09-18 11:19:02,16,1,21,1,11
2023-09-18 11:19:04,16,1,21,1,11
2023-09-18 11:19:06,16,1,21,1,11
2023-09-18 11:19:08,16,1,21,1,11
2023-09-18 11:19:10,16,1,21,1,11
2023-09-18 11:19:12,16,1,21,1,11
2023-09-18 11:19:14,16,1,21,1,11
2023-09-18 11:19:15,16,1,21,1,11
2023-09-18 11:19:17,16,1,21,1,11
2023-09-18 11:19:19,16,1,21,1,11
2023-09-18 11:19:21,16,1,21,1,11
2023-09-18 11:19:23,16,1,21,1,11
2023-09-18 11:19:25,16,1,21,1,11
2023-09-18 11:19:27,16,1,21,1,11
2023-09-18 11:19:29,16,1,21,1,11
2023-09-18 11:19:31,16,1,21,1,11
2023-09-18 11:19:33,16,1,21,1,11
2023-09-18 11:19:35,16,1,21,1,11
2023-09-18 11:19:37,16,1,21,1,11
2023-09-18 11:19:39,16,1,21,1,11
2023-09-18 11:19:41,16,1,21,1,11
2023-09-18 11:19:43,16,1,21,1,11
2023-09-18 11:19:45,16,1,21,1,11
2023-09-18 11:19:47,16,1,21,1,11
2023-09-18 11:19:49,16,1,21,1,11
2023-09-18 11:19:50,16,1,21,1,11
2023-09-18 11:19:52,16,1,21,1,11
2023-09-18 11:19:54,16,1,21,1,11
2023-09-18 11:19:56,16,1,21,1,11
2023-09-18 11:19:59,16,1,21,1,11
2023-09-18 11:20:01,16,1,21,1,11
2023-09-18 11:20:03,16,1,21,1,11
2023-09-18 11:20:05,16,1,21,1,11
2023-09-18 11:20:07,16,1,21,1,11
2023-09-18 11:20:09,16,1,21,1,11
2023-09-18 11:20:11,16,1,21,1,11
2023-09-18 11:20:13,16,1,21,1,11
2023-09-18 11:20:15,16,1,21,1,11
2023-09-18 11:20:16,16,1,21,1,11
2023-09-18 11:20:18,16,1,21,1,11
2023-09-18 11:20:20,16,1,21,1,11
