       FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]  PT0102[Bar]  PT0201[Bar]  PT0202[Bar]  CV0201[%]  PT0203[Bar]            p       t_w[K]   speed[RPM]  outlet_pressure[Bar]  p_lo_min[W]  p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_       PT0106       FT0105  PV0106  SC0401
count  1272.000000        1272.0       1272.0  1272.000000  1272.000000  1272.000000     1272.0       1272.0  1272.000000  1272.000000  1272.000000           1272.000000       1272.0       1272.0   1272.000000        1272.000000   1272.000000           1272.000000  1272.000000  1272.000000  1272.0  1272.0
mean      2.247311           0.0          0.0     3.667877     3.587579     3.571061        0.0          0.0   137.561321   296.676077  2201.626572              3.687711          0.0        571.0    144.588050         108.528302    210.430818             21.928459     3.679253     2.266101     1.0     1.0
std       2.676900           0.0          0.0     0.163982     0.178622     0.188030        0.0          0.0   148.378329     0.099882  2353.009623              0.163160          0.0          0.0    104.792614           6.897073     66.521661              0.992692     0.162336     2.736709     0.0     0.0
min       0.000000           0.0          0.0     2.810000     2.720000     2.710000        0.0          0.0     0.000000   296.530000     0.000000              2.940000          0.0        571.0      0.000000         105.000000     29.000000             21.000000     2.990000     0.000000     1.0     1.0
25%       0.010000           0.0          0.0     3.490000     3.390000     3.370000        0.0          0.0     0.000000   296.580000     0.000000              3.505000          0.0        571.0     38.000000         105.000000    170.000000             21.000000     3.490000     0.000000     1.0     1.0
50%       0.030000           0.0          0.0     3.800000     3.730000     3.720000        0.0          0.0     0.000000   296.670000     0.000000              3.821500          0.0        571.0     99.000000         105.000000    250.000000             21.000000     3.810000     0.000000     1.0     1.0
75%       5.550000           0.0          0.0     3.810000     3.740000     3.730000        0.0          0.0   302.000000   296.790000  4735.000000              3.826000          0.0        571.0    255.000000         105.000000    250.000000             23.000000     3.820000     5.420000     1.0     1.0
max       5.730000           0.0          0.0     3.940000     4.030000     4.090000        0.0          0.0   317.000000   296.930000  5180.000000              3.940000          0.0        571.0    255.000000         122.000000    250.000000             23.000000     3.940000     7.080000     1.0     1.0
