,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0
mean,0.0,3.7083522727272737,3.6387500000000004,3.6271590909090903,3.6310227272727276,0.0,3.8256818181818177,0.0,65535.0,21.0
std,0.0,0.003720337228116357,0.0033166247903554766,0.004522670168666358,0.0030387112784479313,0.0,0.0023858892540241034,0.0,0.0,0.0
min,0.0,3.7,3.63,3.62,3.63,0.0,3.822,0.0,65535.0,21.0
25%,0.0,3.71,3.64,3.62,3.63,0.0,3.824,0.0,65535.0,21.0
50%,0.0,3.71,3.64,3.63,3.63,0.0,3.825,0.0,65535.0,21.0
75%,0.0,3.71,3.64,3.63,3.63,0.0,3.827,0.0,65535.0,21.0
max,0.0,3.71,3.64,3.63,3.64,0.0,3.831,0.0,65535.0,21.0
