,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,701.0,701.0,701.0,701.0,701.0,701.0,701.0
mean,7.143338088445078,3.876162624821683,3.7686590584878745,3.6480599144079884,3.763865905848787,3.999650499286733,3.8898430813124105
std,0.03792076086183849,0.006411759371913857,0.00877818033361309,0.009498983674573113,0.0111113452412893,0.008099856464799614,0.0012436920521261584
min,7.01,3.86,3.75,3.62,3.74,3.846,3.88
25%,7.12,3.87,3.76,3.64,3.76,3.996,3.89
50%,7.15,3.88,3.77,3.65,3.76,4.0,3.89
75%,7.17,3.88,3.77,3.65,3.77,4.004,3.89
max,7.24,3.9,3.79,3.67,3.79,4.024,3.89
