,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0
mean,0.014595744680851062,3.81,3.7400000000000007,3.73,0.0,0.0,3.827910638297872,0.0,571.0,21.0
std,0.01281635502683387,0.0,4.45037106787365e-16,0.0,0.0,0.0,0.0017796612136243952,0.0,0.0,0.0
min,0.0,3.81,3.74,3.73,0.0,0.0,3.826,0.0,571.0,21.0
25%,0.0,3.81,3.74,3.73,0.0,0.0,3.827,0.0,571.0,21.0
50%,0.01,3.81,3.74,3.73,0.0,0.0,3.827,0.0,571.0,21.0
75%,0.02,3.81,3.74,3.73,0.0,0.0,3.828,0.0,571.0,21.0
max,0.04,3.81,3.74,3.73,0.0,0.0,3.832,0.0,571.0,21.0
