,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0
mean,0.0,3.71,3.64,3.6300000000000003,3.639266055045872,0.0,3.829458715596331,0.0,65535.0,21.0
std,0.0,0.0,0.0,4.461404411342765e-16,0.0026198748974757733,0.0,0.0007268922953961678,0.0,0.0,0.0
min,0.0,3.71,3.64,3.63,3.63,0.0,3.828,0.0,65535.0,21.0
25%,0.0,3.71,3.64,3.63,3.64,0.0,3.829,0.0,65535.0,21.0
50%,0.0,3.71,3.64,3.63,3.64,0.0,3.829,0.0,65535.0,21.0
75%,0.0,3.71,3.64,3.63,3.64,0.0,3.83,0.0,65535.0,21.0
max,0.0,3.71,3.64,3.63,3.64,0.0,3.831,0.0,65535.0,21.0
