,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0
mean,0.0003846153846153846,4.159999999999999,4.086769230769231,4.079346153846154,4.080153846153845,0.0,4.290673076923077,0.0,65535.0,21.0
std,0.00211771208730188,8.898913979929603e-16,0.004685537530984147,0.0024768005843306953,0.0012331429441234526,0.0,0.0017957602776414881,0.0,0.0,0.0
min,0.0,4.16,4.08,4.07,4.08,0.0,4.288,0.0,65535.0,21.0
25%,0.0,4.16,4.08,4.08,4.08,0.0,4.289,0.0,65535.0,21.0
50%,0.0,4.16,4.09,4.08,4.08,0.0,4.29,0.0,65535.0,21.0
75%,0.0,4.16,4.09,4.08,4.08,0.0,4.292,0.0,65535.0,21.0
max,0.02,4.16,4.09,4.08,4.09,0.0,4.296,0.0,65535.0,21.0
