,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0
mean,2.8490028490028492e-05,3.4864102564102564,3.418062678062679,3.408490028490028,3.41025641025641,0.0,3.5964017094017096,0.0,65535.0,21.0
std,0.0005337605126836237,0.004803844614152725,0.0039578569535331865,0.00374154860975861,0.0015828753916510292,0.0,0.0017569120429719205,0.0,0.0,0.0
min,0.0,3.48,3.41,3.4,3.41,0.0,3.595,0.0,65535.0,21.0
25%,0.0,3.48,3.42,3.41,3.41,0.0,3.595,0.0,65535.0,21.0
50%,0.0,3.49,3.42,3.41,3.41,0.0,3.596,0.0,65535.0,21.0
75%,0.0,3.49,3.42,3.41,3.41,0.0,3.597,0.0,65535.0,21.0
max,0.01,3.49,3.42,3.42,3.42,0.0,3.604,0.0,65535.0,21.0
