,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0
mean,7.968127490039841e-05,4.399999999999999,4.329999999999999,4.319999999999999,4.320597609561753,0.0,4.542685258964143,0.0,65535.0,21.0
std,0.0008908566091172967,1.7799060074530854e-15,8.899530037265427e-16,8.899530037265427e-16,0.0023751703650365733,0.0,0.0005143363030833459,0.0,0.0,0.0
min,0.0,4.4,4.33,4.32,4.32,0.0,4.542,0.0,65535.0,21.0
25%,0.0,4.4,4.33,4.32,4.32,0.0,4.542,0.0,65535.0,21.0
50%,0.0,4.4,4.33,4.32,4.32,0.0,4.543,0.0,65535.0,21.0
75%,0.0,4.4,4.33,4.32,4.32,0.0,4.543,0.0,65535.0,21.0
max,0.01,4.4,4.33,4.32,4.33,0.0,4.544,0.0,65535.0,21.0
