,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,1818.0,1818.0,1818.0,1818.0,1818.0,1818.0,1818.0
mean,0.9494774477447744,3.219625962596259,3.147728272827283,3.133151815181518,3.1426952695269526,3.3212040704070405,3.2487348734873485
std,0.07002241788742422,0.27687435548581,0.2781228033848949,0.279313806651473,0.2788408599811039,0.2861541714632747,0.2682277289719403
min,0.79,2.62,2.55,2.53,2.53,2.698,2.67
25%,0.89,2.99,2.91,2.9,2.91,3.07125,3.03
50%,0.97,3.4,3.32,3.31,3.32,3.509,3.42
75%,1.0,3.43,3.35,3.34,3.35,3.536,3.44
max,1.1,3.59,3.56,3.59,3.58,3.697,3.58
