,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0
mean,3.5211267605633805e-05,3.7499295774647887,3.6776760563380284,3.6696126760563383,3.673098591549297,0.0,3.867341549295775,0.0,65535.0,20.926056338028168
std,0.0005933908290969267,0.0008376973936372215,0.00423104677718622,0.0019329707323926834,0.004632516597206342,0.0,0.0022113342136883415,0.0,0.0,1.2461207411035462
min,0.0,3.74,3.67,3.66,3.67,0.0,3.863,0.0,65535.0,0.0
25%,0.0,3.75,3.68,3.67,3.67,0.0,3.866,0.0,65535.0,21.0
50%,0.0,3.75,3.68,3.67,3.67,0.0,3.867,0.0,65535.0,21.0
75%,0.0,3.75,3.68,3.67,3.68,0.0,3.869,0.0,65535.0,21.0
max,0.01,3.75,3.68,3.67,3.68,0.0,3.872,0.0,65535.0,21.0
