,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0
mean,0.010308880308880308,3.8400000000000016,3.770000000000001,3.7599999999999985,0.0,0.0,3.856702702702703,0.0,571.0,21.0
std,0.01130536155566124,1.779796062057499e-15,8.898980310287494e-16,1.334847046543124e-15,0.0,0.0,0.0005709644638888007,0.0,0.0,0.0
min,0.0,3.84,3.77,3.76,0.0,0.0,3.856,0.0,571.0,21.0
25%,0.0,3.84,3.77,3.76,0.0,0.0,3.856,0.0,571.0,21.0
50%,0.01,3.84,3.77,3.76,0.0,0.0,3.857,0.0,571.0,21.0
75%,0.02,3.84,3.77,3.76,0.0,0.0,3.857,0.0,571.0,21.0
max,0.05,3.84,3.77,3.76,0.0,0.0,3.858,0.0,571.0,21.0
