,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
mean,0.0,4.170000000000001,4.098013245033113,4.087483443708609,4.09019867549669,0.0,4.301046357615895,0.0,65535.0,21.0
std,0.0,8.911340964874394e-16,0.004003309888857529,0.004504596622171174,0.0024413653763134266,0.0,0.00046672973399123724,0.0,0.0,0.0
min,0.0,4.17,4.09,4.07,4.08,0.0,4.3,0.0,65535.0,21.0
25%,0.0,4.17,4.1,4.09,4.09,0.0,4.301,0.0,65535.0,21.0
50%,0.0,4.17,4.1,4.09,4.09,0.0,4.301,0.0,65535.0,21.0
75%,0.0,4.17,4.1,4.09,4.09,0.0,4.301,0.0,65535.0,21.0
max,0.0,4.17,4.1,4.09,4.1,0.0,4.302,0.0,65535.0,21.0
