,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],p,outlet_pressure[Bar],p_lo_min[W],p_lo_max[W],pump_output_control_
count,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0
mean,0.0,3.7400000000000015,3.669962686567165,3.66,3.660261194029851,0.0,3.8576156716417906,0.0,65535.0,21.0
std,0.0,1.3347601810830127e-15,0.000610847221781513,0.0,0.001597887671552805,0.0,0.0010193156606870053,0.0,0.0,0.0
min,0.0,3.74,3.66,3.66,3.66,0.0,3.856,0.0,65535.0,21.0
25%,0.0,3.74,3.67,3.66,3.66,0.0,3.856,0.0,65535.0,21.0
50%,0.0,3.74,3.67,3.66,3.66,0.0,3.858,0.0,65535.0,21.0
75%,0.0,3.74,3.67,3.66,3.66,0.0,3.858,0.0,65535.0,21.0
max,0.0,3.74,3.67,3.66,3.67,0.0,3.859,0.0,65535.0,21.0
