,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,660.0,660.0,660.0,660.0,660.0,660.0,660.0
mean,9.407803030303029,3.874136363636364,3.7444696969696967,3.5488787878787873,3.739818181818182,3.9999333333333333,3.887454545454545
std,0.07367972353367706,0.005805095254568014,0.006937220534161716,0.007846236934791006,0.00784699877079926,0.004262456825491033,0.0043593578141512
min,9.23,3.85,3.72,3.53,3.72,3.987,3.88
25%,9.35,3.87,3.74,3.54,3.74,3.997,3.88
50%,9.41,3.87,3.74,3.55,3.74,4.0,3.89
75%,9.46,3.88,3.75,3.55,3.74,4.003,3.89
max,9.61,3.89,3.76,3.58,3.77,4.013,3.89
