        FT0101[l/m]  FT0401[m3/h]  PT0101[Bar]   PT0102[Bar]   PT0201[Bar]   PT0202[Bar]  CV0201[%]  PT0203[Bar]            p        t_w[K]    speed[RPM]  outlet_pressure[Bar]   p_lo_min[W]   p_lo_max[W]  time_in_stop  last_time_in_stop  speed_avedev  pump_output_control_        PT0106        FT0105   PV0106   SC0401
count  11186.000000       11186.0      11186.0  11186.000000  11186.000000  11186.000000    11186.0      11186.0  11186.00000  11186.000000  11186.000000          11186.000000  11186.000000  11186.000000  11186.000000       11186.000000   11186.00000          11186.000000  11186.000000  11186.000000  11186.0  11186.0
mean       0.096904           0.0          0.0      3.994973      3.925065      3.915093        0.0          0.0    250.09646    299.525883   4402.008940              4.012332      9.374128    574.086626    254.933756         196.012873     249.91248             19.928571      4.012326      0.001274      1.0      1.0
std        0.066018           0.0          0.0      0.084181      0.083951      0.084005        0.0          0.0    100.91079      2.003857   1116.202118              0.085003    572.359433    188.461211      4.044654           0.786347       4.62764              0.491677      0.081832      0.024995      0.0      0.0
min        0.000000           0.0          0.0      3.230000      3.160000      3.150000        0.0          0.0     11.00000    296.600000    984.000000              3.248000      0.000000    571.000000      8.000000         196.000000       4.00000              2.000000      3.250000      0.000000      1.0      1.0
25%        0.010000           0.0          0.0      3.980000      3.910000      3.900000        0.0          0.0    204.00000    297.460000   4266.000000              3.998000      0.000000    571.000000    255.000000         196.000000     250.00000             20.000000      4.000000      0.000000      1.0      1.0
50%        0.130000           0.0          0.0      3.980000      3.920000      3.910000        0.0          0.0    310.00000    299.660000   4992.000000              4.002000      0.000000    571.000000    255.000000         196.000000     250.00000             20.000000      4.000000      0.000000      1.0      1.0
75%        0.150000           0.0          0.0      4.000000      3.930000      3.920000        0.0          0.0    312.00000    301.610000   5016.000000              4.014000      0.000000    571.000000    255.000000         196.000000     250.00000             20.000000      4.020000      0.000000      1.0      1.0
max        0.450000           0.0          0.0      4.270000      4.200000      4.190000        0.0          0.0    316.00000    302.180000   5016.000000              4.291000  34953.000000  12080.000000    255.000000         246.000000     250.00000             20.000000      4.280000      0.830000      1.0      1.0
