,FT0101[l/m],PT0102[Bar],PT0201[Bar],PT0202[Bar],PT0203[Bar],outlet_pressure[Bar],PT0106
count,576.0,576.0,576.0,576.0,576.0,576.0,576.0
mean,6.841440972222224,3.3935069444444443,3.289114583333333,3.176840277777778,3.2846180555555553,3.4999166666666666,3.406857638888889
std,0.04620378288776902,0.00502445709327134,0.0059925225145139715,0.006652793536233441,0.007496778696297267,0.0035174101144227195,0.004646144056028932
min,6.72,3.38,3.28,3.16,3.27,3.491,3.4
25%,6.81,3.39,3.29,3.17,3.28,3.497,3.4
50%,6.85,3.39,3.29,3.18,3.28,3.5,3.41
75%,6.87,3.4,3.29,3.18,3.29,3.503,3.41
max,6.97,3.41,3.31,3.19,3.3,3.519,3.41
